OBJECTID,ID,BLDGID,SSR,TOPELEV_M,MED_SLOPE,BASEELEV_M,HGT_AGL,ROOFTYPE,AREA_M2,AVGHT_M,MINHT_M,MAXHT_M,BASE_M,LEN,WID,ORIENT8,Shape_Leng,Shape_Area
618,325267,3346,41,329.28,4,180.9,148.38,Flat,2046.744,141.68,0,149.42,180.99,66.02,31.91,1.15,131.17381586,444.685469585
619,325268,3353,41,186.17,9,180.9,5.27,Flat,1132.216,28.73,0,51.37,181,38.83,29.16,0.37,72.1751818711,202.068229995
620,325273,620,42,208.31,36,177.98,30.33,Pitched,48478.522,24.34,-0.64,43.78,178.29,236.06,230.05,0.87,24.0194362706,35.3564840098
621,325274,103,41,185.92,2,178.12,7.8,Flat,695.254,7.11,-0.2,9.31,178.36,81.22,12.21,6.14,178.638675225,657.692571327
622,325286,5113,41,228.49,15,181,47.49,Flat,7259.106,33.97,0,56.33,180.88,119.45,98.78,0.53,34.3865474043,67.2669901573
623,325307,3353,42,214.78,26,181,33.78,Pitched,1132.216,28.73,0,51.37,181,38.83,29.16,0.37,17.7041619049,18.7081711949
624,325308,3353,42,227.54,38,181.04,46.5,Pitched,1132.216,28.73,0,51.37,181,38.83,29.16,0.37,24.421100822,36.4830536433
625,325309,3353,41,220.8,4,180.63,40.17,Flat,1132.216,28.73,0,51.37,181,38.83,29.16,0.37,132.695926266,494.777831163
626,325310,3932,999,222.28,21,180.97,41.31,Complex,1207.07,46.8,-0.01,63.01,180.99,46.4,26.93,0.53,22.8635626033,32.4587285462
627,325316,1697,41,193.39,3,177.05,16.34,Flat,40.285,13.73,2.41,16.41,178.23,7.02,5.74,0.41,25.5158533821,40.2850013713
628,325322,70,41,199.66,2,178.5,21.16,Flat,12845.267,19.58,1.43,28.45,180.19,170.81,75.7,1.21,580.254834336,12105.4352999
629,325325,46,999,203.01,21,183.4,19.61,Complex,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,29.1686000004,48.8296859993
630,325326,46,42,190.6,38,180.97,9.63,Pitched,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,25.501600001,40.0213091237
631,325400,1,41,184.04,15,180.58,3.45,Flat,142.601,1.74,0.01,3.6,182.23,24.51,5.82,0,60.6632000003,142.601428197
632,327417,46,42,192.05,51,183.2,8.85,Pitched,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,37.4123999998,47.5203816518
633,327463,2861,42,202.03,19,180.84,21.19,Pitched,2001.187,16.94,0.84,24.22,180.83,75.36,29.46,-0.08,36.4491999969,81.2025903869
634,327464,2861,42,202.02,20,180.81,21.21,Pitched,2001.187,16.94,0.84,24.22,180.83,75.36,29.46,-0.08,36.8099999968,83.0905846262
635,327465,3346,41,324.98,5,180.8,144.18,Flat,2046.744,141.68,0,149.42,180.99,66.02,31.91,1.15,288.672899194,1602.05876334
636,327466,3353,42,223.92,22,180.75,43.17,Pitched,1132.216,28.73,0,51.37,181,38.83,29.16,0.37,22.6276658734,31.7022479904
637,327470,1700,41,210.23,13,178.97,31.25,Flat,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,26.0329666188,40.0798037887
638,327487,2861,42,202.13,23,180.72,21.4,Pitched,2001.187,16.94,0.84,24.22,180.83,75.36,29.46,-0.08,36.0881999992,79.8020908959
639,327488,3353,41,205.89,8,180.95,24.94,Flat,1132.216,28.73,0,51.37,181,38.83,29.16,0.37,83.2349078521,267.490688454
640,327489,3932,41,218.6,3,180.8,37.8,Flat,1207.07,46.8,-0.01,63.01,180.99,46.4,26.93,0.53,96.9036779523,405.57347766
641,327493,643,999,191.12,17,176.55,14.57,Complex,36.281,13.18,9.17,14.59,177.32,7.32,4.96,0.41,24.5530279442,36.280648798
642,327500,46,41,187.42,8,181,6.42,Flat,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,224.949074379,2852.64970556
643,327574,79,41,189.97,1,180.54,9.43,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,55.0813999996,173.23663992
644,327636,46,42,201.97,25,187.25,14.72,Pitched,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,43.4758016073,147.438154851
645,327637,46,41,200.29,2,180.51,19.78,Flat,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,353.947534319,6472.15787492
646,328925,59,42,193.79,24,189.87,3.92,Pitched,130.512,3.34,0,4.8,190.09,13.17,9.91,5.71,46.1613971644,130.51156603
647,328926,79,41,226.2,5,183.01,43.19,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,79.5697677235,395.708968918
648,328927,68,41,184.51,2,180.65,3.86,Flat,1359.766,12.7,0,20.21,180.92,42.27,37.5,0.89,89.8506796137,329.097045627
649,328928,92,42,195.79,37,180.71,15.08,Pitched,2078.962,10.73,4.02,21.36,181.21,57.76,36,-0.33,25.1244253762,35.8334295126
650,328929,55,41,220.8,3,180.59,40.21,Flat,3249.779,31.43,3.45,41.2,180.83,63.01,51.58,0,24.9920000006,38.8787017513
651,328930,52,41,259.42,11,180.44,78.98,Flat,7221.219,25.01,0,84.29,180.85,173.13,41.83,0.01,39.0429999996,91.7357722567
652,328931,52,42,255.55,47,180.59,74.96,Pitched,7221.219,25.01,0,84.29,180.85,173.13,41.83,0.01,26.1478000004,40.9273947427
653,328932,52,41,192.91,15,180.58,12.33,Flat,7221.219,25.01,0,84.29,180.85,173.13,41.83,0.01,97.1276000012,201.664666109
654,328933,20,42,323.89,34,180.68,143.21,Pitched,1862.045,92.27,7.75,154.17,180.9,51.79,45.11,0.68,107.276230196,643.665892169
655,328934,74,999,196.04,18,180.77,15.27,Complex,1560.947,24.99,0.07,42.82,181.02,40.39,39.48,0.89,113.846286621,552.357158618
656,328935,116,42,196.8,38,181,15.81,Pitched,4232.31,27.04,-0.02,53.92,181.15,88.92,50.4,0.89,113.077392974,797.935553075
657,328996,79,41,208.39,2,180.71,27.68,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,177.949866732,1928.39101197
658,328997,85,41,186.57,5,180.63,5.94,Flat,1379.105,5.7,0,11.83,180.8,52.7,52.34,0.32,371.338496935,1379.10450158
659,328998,15,999,192.42,27,181,11.42,Complex,1329.948,8.31,0,13.63,181.1,43.36,30.88,0,27.8760000002,48.5663158406
660,328999,55,41,203.72,1,180.61,23.11,Flat,3249.779,31.43,3.45,41.2,180.83,63.01,51.58,0,153.135199998,1246.88213443
661,329110,11658,41,328.9,11,180.88,148.02,Flat,3087.778,68.51,0,155.3,180.99,63.05,58.35,-2.4,172.564122735,759.609213092
662,329118,8063,41,308.63,6,182.81,125.82,Flat,1627.367,94.58,-2.03,125.98,183.29,40.58,40.11,-0.21,73.558278785,321.867791187
663,329119,8330,999,235.45,21,181.02,54.42,Complex,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,66.4941980858,189.441283685
664,329120,8330,41,228.82,4,181.02,47.8,Flat,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,52.0982078333,163.831132979
665,329121,9193,41,304.57,20,180.83,123.74,Flat,9806.588,135.97,0,288.44,181.05,119.83,97.46,0.42,39.4678669091,80.4763450818
666,329122,4958,42,194.52,32,181.55,12.97,Pitched,4229.175,129.83,0,293.38,182.11,103.48,90.9,0,86.3412000034,140.718053897
667,329123,4958,41,471.32,4,181.34,289.98,Flat,4229.175,129.83,0,293.38,182.11,103.48,90.9,0,61.6610220126,302.050608078
668,329124,4958,42,194.49,41,182.67,11.82,Pitched,4229.175,129.83,0,293.38,182.11,103.48,90.9,0,89.5377999991,186.503226543
669,329162,113,41,213.58,3,180.75,32.83,Flat,5012.185,45.35,-0.01,102.71,180.88,122.32,41.63,0.82,190.583177888,1484.73002502
670,329163,113,41,211.83,1,180.6,31.23,Flat,5012.185,45.35,-0.01,102.71,180.88,122.32,41.63,0.82,100.097058835,286.601769029
671,329304,52,41,255.54,17,180.65,74.89,Flat,7221.219,25.01,0,84.29,180.85,173.13,41.83,0.01,26.506000001,41.8575864144
672,329305,52,42,192.8,20,180.72,12.08,Pitched,7221.219,25.01,0,84.29,180.85,173.13,41.83,0.01,134.5868,854.634435565
673,329306,56,42,283.24,41,180.7,102.54,Pitched,11605.697,36.98,0,131.47,180.98,131.29,109.82,0.78,20.5016644377,26.179736102
674,329307,101,41,229.73,11,181,48.73,Flat,616.83,46.53,0,57.34,181.07,50.4,12.24,0.89,50.1267705402,156.958021222
675,329308,101,42,236.3,41,181.01,55.29,Pitched,616.83,46.53,0,57.34,181.07,50.4,12.24,0.89,43.5097719558,84.9621775078
676,329784,79,41,205.59,2,180.5,25.09,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,376.134736716,4408.00975402
677,329785,79,41,220.66,3,184.51,36.15,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,151.025999999,1004.30091446
678,329786,79,41,200.36,10,180.01,20.35,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,323.642492519,1701.29324861
679,329787,15,41,187.59,13,181,6.59,Flat,1329.948,8.31,0,13.63,181.1,43.36,30.88,0,78.2612964922,369.689705034
680,329788,78,41,199.11,2,181,18.11,Flat,1992.609,15.6,0,22.96,182.11,62.1,61.19,0.65,245.671245831,1514.73469598
681,329789,52,41,255.54,11,180.52,75.02,Flat,7221.219,25.01,0,84.29,180.85,173.13,41.83,0.01,28.3621999975,49.652352171
682,329790,52,42,263.61,27,180.55,83.06,Pitched,7221.219,25.01,0,84.29,180.85,173.13,41.83,0.01,38.3264000006,87.5651064018
683,329791,52,41,192.58,11,180.61,11.97,Flat,7221.219,25.01,0,84.29,180.85,173.13,41.83,0.01,150.764799999,1273.80605722
684,329792,56,42,310.85,36,181.31,129.54,Pitched,11605.697,36.98,0,131.47,180.98,131.29,109.82,0.78,49.3764999774,162.768077302
685,329793,56,41,301.81,5,181,120.81,Flat,11605.697,36.98,0,131.47,180.98,131.29,109.82,0.78,54.6097227765,137.060452975
686,329794,20,42,292.53,0,180.81,111.72,Pitched,1862.045,92.27,7.75,154.17,180.9,51.79,45.11,0.68,50.3361198326,70.2677773266
687,329795,91,41,222.17,3,180.83,41.34,Flat,2844.93,75.18,2.16,92.23,180.95,70.21,40.52,0.89,55.9416732709,135.40824123
688,329796,91,41,270.2,5,181.12,89.08,Flat,2844.93,75.18,2.16,92.23,180.95,70.21,40.52,0.89,40.3494873958,89.3680084433
689,329797,88,41,185.89,3,180.77,5.12,Flat,5994.231,16.52,0,39.62,180.97,121.94,49.37,0.89,209.262236945,1512.38531112
690,329798,116,41,227.35,9,180.83,46.52,Flat,4232.31,27.04,-0.02,53.92,181.15,88.92,50.4,0.89,30.9746520129,55.5514638696
691,329799,105,41,249.74,23,180.99,68.74,Flat,3330.451,44.19,0.2,73.87,181.09,68.8,50.21,0.71,18.009957519,20.2455585022
692,329800,122,41,232.01,9,175.56,56.45,Flat,10604.355,26.98,0,57.3,177.87,143.89,109.92,2.08,35.2235964052,61.5694213086
693,330070,5133,42,270.42,34,180.74,89.68,Pitched,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,92.5076689626,257.374619141
694,330071,3507,41,266.68,10,181.5,85.18,Flat,838.287,69.15,0,95.87,181.29,29.66,28.26,0.62,22.9075598582,32.5305167034
695,330072,3518,42,226.3,33,181.13,45.17,Pitched,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,23.3990491167,34.0020190176
696,330073,3518,41,212.66,4,181,31.66,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,99.3171792561,428.318710916
697,330074,3518,42,230.51,48,181.2,49.31,Pitched,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,37.2977345028,79.8251649458
698,330303,5133,42,199.61,41,180.66,18.95,Pitched,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,63.5299841914,84.6277051098
699,330304,5133,42,268.01,33,180.7,87.31,Pitched,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,179.877063814,1996.43090457
700,330305,3507,41,190.29,13,180.87,9.42,Flat,838.287,69.15,0,95.87,181.29,29.66,28.26,0.62,42.7901418911,82.5523365847
701,330306,3507,42,190.17,48,180.97,9.19,Pitched,838.287,69.15,0,95.87,181.29,29.66,28.26,0.62,23.6764057457,31.8311025624
702,330307,3518,41,224.43,5,181.03,43.4,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,166.572219603,795.82162883
703,330308,3518,41,226.29,3,181.03,45.26,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,98.683558543,586.082625171
704,330309,3518,42,211.92,25,181.08,30.84,Pitched,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,31.3265909173,54.6163763305
705,330378,3518,42,230.61,33,181.24,49.37,Pitched,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,38.7791378651,83.1482162758
706,330379,3518,42,200.15,22,181.19,18.96,Pitched,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,55.1827953207,109.375063613
707,330380,5277,42,248.31,29,180.96,67.35,Pitched,1950.927,60.48,0,75.32,181.21,53.3,36.6,0.62,44.855566628,116.980867095
708,330381,5277,41,246.59,9,181.08,65.51,Flat,1950.927,60.48,0,75.32,181.21,53.3,36.6,0.62,78.206845428,148.796428529
709,330435,5172,41,276.03,13,180.97,95.06,Flat,2458.106,83.6,0,104.43,181.03,69.7,44.24,0.47,133.768988825,481.388857049
710,330436,3416,41,223.35,3,180.86,42.49,Flat,2268.356,54.5,0,70.51,180.86,107.22,21.16,0.91,87.5265268073,304.110413852
711,330438,3507,41,265.74,6,180.8,84.94,Flat,838.287,69.15,0,95.87,181.29,29.66,28.26,0.62,93.9864817695,401.572286582
712,330439,3507,42,276.19,28,181.28,94.91,Pitched,838.287,69.15,0,95.87,181.29,29.66,28.26,0.62,28.5216934388,50.8185359583
713,330440,3518,999,204.96,28,181.06,23.9,Complex,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,42.490798675,97.1060507214
714,330441,3518,42,228.96,38,181.12,47.85,Pitched,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,41.8695130945,109.506359286
715,330442,3518,42,226.73,28,181.11,45.61,Pitched,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,94.133319593,501.022033041
716,330443,3518,999,229.16,18,181.22,47.94,Complex,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,22.3277773995,30.4850335401
717,330444,5277,42,254.07,27,181.15,72.92,Pitched,1950.927,60.48,0,75.32,181.21,53.3,36.6,0.62,64.3756233221,210.538800104
718,330468,5133,41,217.61,1,180.76,36.85,Flat,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,171.376481403,1031.5573952
719,330469,3476,42,226.48,32,181.11,45.37,Pitched,5394.175,38.81,1.49,46.43,181.15,121.55,44.38,0.46,61.007403327,118.12678684
720,330470,3518,41,206.11,4,181.06,25.05,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,127.54238159,520.436040763
721,330471,3518,41,223.13,13,180.88,42.25,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,68.7456430648,122.921853164
722,330472,3518,41,218.26,18,181.2,37.06,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,46.087349789,115.391247042
723,330473,3518,999,231.04,19,181.04,50,Complex,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,34.9277125192,56.2431899344
724,330474,3518,42,230.33,27,181.08,49.25,Pitched,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,19.3132000381,21.4268027309
725,330495,5133,41,221.06,1,180.84,40.22,Flat,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,277.562820426,4790.5837547
726,330496,3518,41,261.36,7,180.91,80.45,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,117.655788079,347.228538206
727,330497,3518,41,314.95,5,181.02,133.93,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,100.147152533,214.145352172
728,330498,3518,41,208.57,26,181.09,27.48,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,47.8715626862,101.584695538
729,330499,3518,42,220.26,35,181.29,38.98,Pitched,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,11.3081963397,7.56015424915
730,330500,3518,42,220.56,36,181.01,39.55,Pitched,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,60.3186983872,220.314588278
731,330501,3518,42,230.25,27,181.13,49.12,Pitched,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,20.5536000354,22.2517483902
732,330502,3518,41,229.6,10,181.21,48.39,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,47.2580287466,118.313065256
733,330503,5099,41,240.97,2,181.08,59.89,Flat,4925.961,52.68,0,62.3,181.07,110.55,44.56,0.62,45.1385803349,105.55608866
734,330504,5347,41,266.56,8,181.33,85.23,Flat,12448.973,94.92,-0.12,187.63,181.26,123.11,111.21,0.67,63.1504511331,211.038527524
735,330506,3518,41,224.43,7,181,43.43,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,147.202148661,658.41615283
736,330507,3518,41,219.33,1,181.24,38.09,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,79.223880357,374.193334859
737,330508,3518,41,219.37,1,181.01,38.36,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,110.341580895,534.736926388
738,330509,5099,42,234.41,32,181.01,53.4,Pitched,4925.961,52.68,0,62.3,181.07,110.55,44.56,0.62,90.2797748233,140.217608861
739,330510,5347,42,275.94,32,181.19,94.75,Pitched,12448.973,94.92,-0.12,187.63,181.26,123.11,111.21,0.67,71.2501357224,272.292285805
740,330511,5347,41,261.52,8,181.03,80.49,Flat,12448.973,94.92,-0.12,187.63,181.26,123.11,111.21,0.67,138.550721012,685.160719723
741,330512,5347,41,188.54,19,181.24,7.29,Flat,12448.973,94.92,-0.12,187.63,181.26,123.11,111.21,0.67,36.489665149,64.0218408754
742,330582,3518,41,215.95,5,181.02,34.93,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,114.607048247,572.334524196
743,330583,3518,41,197.6,14,181.02,16.57,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,53.7610893694,180.187403468
744,330584,3518,41,228.09,13,181.1,46.99,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,120.520599351,244.87270659
745,330585,5099,41,240.97,2,180.84,60.13,Flat,4925.961,52.68,0,62.3,181.07,110.55,44.56,0.62,178.086676886,580.360271225
746,330586,5277,41,249.95,9,181.08,68.87,Flat,1950.927,60.48,0,75.32,181.21,53.3,36.6,0.62,29.2097332291,53.1462011424
747,330673,3518,41,216.45,2,180.95,35.5,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,83.2711650149,386.722752618
748,330674,3518,41,193.44,13,181.14,12.3,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,48.5006156984,119.201417726
749,330675,5277,42,247.75,36,181.29,66.46,Pitched,1950.927,60.48,0,75.32,181.21,53.3,36.6,0.62,11.9876125307,8.2230092118
750,330757,5100,41,311.59,2,177.75,133.84,Flat,1532.387,108.53,0,135.39,178.02,71.08,21.56,6.62,132.682375884,819.284210552
751,330758,2861,42,201.9,25,180.78,21.12,Pitched,2001.187,16.94,0.84,24.22,180.83,75.36,29.46,-0.08,35.7271999996,77.9456303481
752,330759,3353,42,226.26,20,180.78,45.49,Pitched,1132.216,28.73,0,51.37,181,38.83,29.16,0.37,21.4506400575,28.4437249773
753,330803,5172,999,283.01,17,181,102.01,Complex,2458.106,83.6,0,104.43,181.03,69.7,44.24,0.47,49.6889047812,150.989240349
754,330804,5133,42,267.22,25,180.82,86.4,Pitched,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,45.5609614498,84.9493191774
755,330805,5133,42,274.21,21,180.77,93.44,Pitched,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,43.3679867546,82.6334674154
756,330806,3416,41,250.68,4,180.66,70.02,Flat,2268.356,54.5,0,70.51,180.86,107.22,21.16,0.91,56.6979403921,152.779150935
757,330807,2248,41,186.52,5,180.81,5.71,Flat,222.653,5.51,0.68,8.03,180.96,17.98,17.6,0.9,71.175882644,222.652579089
758,330808,3476,999,224.91,24,181.2,43.71,Complex,5394.175,38.81,1.49,46.43,181.15,121.55,44.38,0.46,25.8368485766,41.6214958103
759,330809,2251,41,211.41,3,180.89,30.52,Flat,1258.268,30.13,0.1,34.32,181.18,51.95,24.22,0.46,152.338406127,1258.26803397
760,330810,3518,42,225.37,34,181.08,44.29,Pitched,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,33.63745994,65.1092216061
761,330811,3518,41,252.6,10,181,71.6,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,64.1556123837,231.974152784
762,330870,5172,999,183.58,19,180.88,2.7,Complex,2458.106,83.6,0,104.43,181.03,69.7,44.24,0.47,24.0205235032,33.1319054999
763,330871,3518,42,223.64,51,181.29,42.35,Pitched,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,15.9516232655,15.6497687155
764,330872,3518,41,212.77,12,181.03,31.74,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,48.3948041675,140.690262104
765,330873,3518,41,228.82,39,181.2,47.62,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,21.971691996,28.4007619007
766,330874,3518,41,228.38,7,181.05,47.33,Flat,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,76.1806215592,324.965231684
767,330875,3518,42,226.97,23,181.08,45.89,Pitched,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,186.467650238,622.487285523
768,330876,3518,42,195.34,42,181.09,14.25,Pitched,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,40.8907822972,93.1343848233
769,330877,5099,41,231.81,1,181.03,50.78,Flat,4925.961,52.68,0,62.3,181.07,110.55,44.56,0.62,85.3728794665,232.834481332
770,330878,5099,41,235.81,9,180.82,54.99,Flat,4925.961,52.68,0,62.3,181.07,110.55,44.56,0.62,237.524106041,2636.95832181
771,330879,5347,41,273.32,2,181.1,92.22,Flat,12448.973,94.92,-0.12,187.63,181.26,123.11,111.21,0.67,78.4507683411,196.53469107
772,330880,5347,41,196.16,3,181.11,15.05,Flat,12448.973,94.92,-0.12,187.63,181.26,123.11,111.21,0.67,60.4070508733,212.426341724
773,331216,15461,41,215.87,10,179.64,36.23,Flat,2173.67,80.12,1.4,136.57,180.76,48.12,45.17,0.51,144.57135494,737.567152034
774,331217,15970,42,304.5,35,178.84,125.66,Pitched,3202.459,89.34,0.02,126.59,180.65,95.89,34.13,0.51,25.3391971919,39.7679715601
775,331218,15983,999,265.06,25,181.95,83.11,Complex,2294.889,68.83,4.63,91.83,181.09,48.9,46.93,0.51,23.0071062091,32.7821125823
776,331243,15641,41,325.89,12,181.5,144.39,Flat,2832.452,130.33,0,147.44,182,70.89,66.04,0.51,151.757151728,895.244654268
777,331400,15983,41,268.73,1,180.51,88.22,Flat,2294.889,68.83,4.63,91.83,181.09,48.9,46.93,0.51,75.1508573695,277.016212729
778,331472,14938,41,195.12,40,180.84,14.28,Flat,36.481,11.99,0,14.81,180.94,7.44,4.91,0.51,24.6841715122,36.4809126
779,331473,15970,999,193.29,17,180.34,12.95,Complex,3202.459,89.34,0.02,126.59,180.65,95.89,34.13,0.51,105.711860714,678.199794276
780,331528,15461,42,313.32,38,180.94,132.38,Pitched,2173.67,80.12,1.4,136.57,180.76,48.12,45.17,0.51,67.0477374885,150.227965171
781,331537,103,42,181.85,21,178.31,3.54,Pitched,695.254,7.11,-0.2,9.31,178.36,81.22,12.21,6.14,26.4934981642,37.5616319179
782,331540,46,42,191.56,31,181.56,10,Pitched,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,23.398,30.7978492504
783,331541,46,999,198.57,21,183.23,15.34,Complex,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,50.5959999971,109.213049283
784,331542,2,999,183.93,18,180.55,3.38,Complex,156.455,2.17,0,6.04,181.38,25.97,6.02,0,63.9871999975,156.454831803
785,331598,14720,41,218.93,4,180.75,38.18,Flat,2949.742,36.54,-0.28,48.03,181.12,55.86,52.81,0.51,211.412779001,2793.69829785
786,331755,15641,42,324.95,27,181.09,143.86,Pitched,2832.452,130.33,0,147.44,182,70.89,66.04,0.51,38.2519242513,87.5012644574
787,331756,15461,41,308.74,5,180.73,128.01,Flat,2173.67,80.12,1.4,136.57,180.76,48.12,45.17,0.51,170.969866919,813.142392953
788,331757,15461,41,315.93,4,180.9,135.03,Flat,2173.67,80.12,1.4,136.57,180.76,48.12,45.17,0.51,45.0156709797,89.8712589505
789,331758,15970,42,304.04,28,181.84,122.2,Pitched,3202.459,89.34,0.02,126.59,180.65,95.89,34.13,0.51,25.4330005977,40.2748037553
