,BLDGID,MEAN_AVGHT,Lat,Lon,OBJECTID,ID,SSR,TOPELEV_M,MED_SLOPE,BASEELEV_M,HGT_AGL,ROOFTYPE,AREA_M2,AVGHT_M,MINHT_M,MAXHT_M,BASE_M,LEN,WID,ORIENT8,Shape_Leng,Shape_Area,geometry
166,78,15.6,41.869564000000004,-87.628693,78,234458.0,42.0,193.85,30.0,182.06,11.79,Pitched,1992.609,15.6,0.0,22.96,182.11,62.1,61.19,0.65,28.9262892819,52.2891409629,"POLYGON ((-87.62819763255699 41.8697564355196, -87.62828572720434 41.86975520064281, -87.62828734226731 41.86981959502046, -87.6281992475316 41.86982082989908, -87.62819763255699 41.8697564355196))"
167,78,15.6,41.869564000000004,-87.628693,92,234486.0,42.0,196.26,33.0,182.45,13.81,Pitched,1992.609,15.6,0.0,22.96,182.11,62.1,61.19,0.65,28.3800540991,50.292056544,"POLYGON ((-87.62819607902156 41.86969450056387, -87.62828417358395 41.86969326568882, -87.62828572720434 41.86975520064281, -87.62819763255699 41.8697564355196, -87.62819607902156 41.86969450056387))"
168,78,15.6,41.869564000000004,-87.628693,93,234488.0,42.0,196.23,21.0,182.28,13.95,Pitched,1992.609,15.6,0.0,22.96,182.11,62.1,61.19,0.65,29.3706185547,53.6985794603,"POLYGON ((-87.62832418042595 41.86969270545808, -87.62841824136466 41.86969138649886, -87.62841979512321 41.86975332235079, -87.62832573408494 41.86975464041127, -87.62832418042595 41.86969270545808))"
169,78,15.6,41.869564000000004,-87.628693,127,235564.0,41.0,193.71,13.0,181.77,11.94,Flat,1992.609,15.6,0.0,22.96,182.11,62.1,61.19,0.65,29.9167526019,55.8305260877,"POLYGON ((-87.62832573408494 41.86975464041127, -87.62841979512321 41.86975332235079, -87.62842141032064 41.86981771672565, -87.62832734918803 41.86981903478807, -87.62832573408494 41.86975464041127))"
170,78,15.6,41.869564000000004,-87.628693,167,235860.0,999.0,201.67,26.0,181.0,20.67,Complex,1992.609,15.6,0.0,22.96,182.11,62.1,61.19,0.65,43.5868473193,107.407515955,"POLYGON ((-87.62819106660267 41.86949466770426, -87.62818985336683 41.86944631946319, -87.62836168631911 41.86944391131888, -87.62836338794577 41.86951172421141, -87.62819155481199 41.86951413235948, -87.62819106660267 41.86949466770426))"
171,78,15.6,41.869564000000004,-87.628693,680,329788.0,41.0,199.11,2.0,181.0,18.11,Flat,1992.609,15.6,0.0,22.96,182.11,62.1,61.19,0.65,245.671245831,1514.73469598,"POLYGON ((-87.62819155481199 41.86951413235948, -87.62836338794577 41.86951172421141, -87.62836168631911 41.86944391131888, -87.62818985336683 41.86944631946319, -87.62819106660267 41.86949466770426, -87.62767603232462 41.86950188355798, -87.62767311967914 41.86938571158628, -87.62767222057944 41.86934984956815, -87.62767155680606 41.86932338487344, -87.62840874947244 41.86931305411742, -87.62840941356735 41.86933952060711, -87.62841031306117 41.86937538081545, -87.62841824136466 41.86969138649886, -87.62832418042595 41.86969270545808, -87.62828417358395 41.86969326568882, -87.62819607902156 41.86969450056387, -87.62819155481199 41.86951413235948))"
172,79,22.16,41.867832,-87.63324,643,327574.0,41.0,189.97,1.0,180.54,9.43,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,55.0813999996,173.23663992,"POLYGON ((-87.63268892605788 41.86981567538236, -87.63280607571237 41.86981502993772, -87.63280765846768 41.86997550728638, -87.63269050852024 41.86997615273463, -87.63268892605788 41.86981567538236))"
173,79,22.16,41.867832,-87.63324,647,328926.0,41.0,226.2,5.0,183.01,43.19,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,79.5697677235,395.708968918,"POLYGON ((-87.63198337303767 41.86814321840109, -87.63209601601307 41.86813125620311, -87.63218296795644 41.86812202297477, -87.63221672193352 41.86829960556056, -87.63203858285458 41.86831852223353, -87.63197967860998 41.86832477737737, -87.63194592768384 41.86814719470499, -87.63198337303767 41.86814321840109))"
174,79,22.16,41.867832,-87.63324,657,328996.0,41.0,208.39,2.0,180.71,27.68,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,177.949866732,1928.39101197,"POLYGON ((-87.63206800816783 41.86937951331119, -87.6324919794711 41.86933471111867, -87.63248864219455 41.86936484107346, -87.63249240595987 41.869394477977, -87.63250299766295 41.86942317569413, -87.63252009542495 41.8694500632356, -87.63254318026951 41.86947432293637, -87.63255692433746 41.86948444564963, -87.63260835855692 41.86981611920557, -87.63215147317958 41.86981863588738, -87.63206800816783 41.86937951331119))"
175,79,22.16,41.867832,-87.63324,676,329784.0,41.0,205.59,2.0,180.5,25.09,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,376.134736716,4408.00975402,"POLYGON ((-87.63255692433746 41.86948444564963, -87.63257154964248 41.86949521740188, -87.63260434294611 41.86951211278575, -87.63264056218287 41.86952449488875, -87.6326791094955 41.86953198786691, -87.63271881015075 41.86953436311214, -87.63275846085362 41.86953155069508, -87.63279685499928 41.86952363382211, -87.63283282731062 41.86951085399329, -87.63286528384737 41.86949359912801, -87.63289323806656 41.86947239435893, -87.63291584196476 41.86944788294569, -87.63293240760711 41.86942080994335, -87.63294243219946 41.86939199864612, -87.6329574517534 41.86932497813988, -87.63292618698745 41.86926135699687, -87.63289875210862 41.86923637287878, -87.63288193731834 41.86921252903677, -87.63287718327736 41.86873055113664, -87.63334448055814 41.86872426335209, -87.63334466397023 41.86873185778619, -87.63336441475253 41.86955166963696, -87.6333433427487 41.86955178584586, -87.63292534516225 41.86955409024014, -87.63292561496111 41.86958144063998, -87.63292791260211 41.86981435854164, -87.63280607571237 41.86981502993772, -87.63268892605788 41.86981567538236, -87.63260835855692 41.86981611920557, -87.63255692433746 41.86948444564963))"
176,79,22.16,41.867832,-87.63324,677,329785.0,41.0,220.66,3.0,184.51,36.15,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,151.025999999,1004.30091446,"POLYGON ((-87.63294594765438 41.86815573020574, -87.63297952139546 41.86815554516696, -87.63298034768586 41.86823930578557, -87.63314887569483 41.86823837680817, -87.63315292112445 41.86864834556651, -87.63297284886799 41.86864933817809, -87.63291732356474 41.86864964419304, -87.63290358984197 41.86864971987917, -87.63289954600516 41.86823975110118, -87.63289871982022 41.86815599048126, -87.63294594765438 41.86815573020574))"
177,79,22.16,41.867832,-87.63324,678,329786.0,41.0,200.36,10.0,180.01,20.35,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,323.642492519,1701.29324861,"POLYGON ((-87.63290358984197 41.86864971987917, -87.63291732356474 41.86864964419304, -87.63297284886799 41.86864933817809, -87.63315292112445 41.86864834556651, -87.63314887569483 41.86823837680817, -87.63325968821529 41.86823776584124, -87.63325803394886 41.86807014734346, -87.63317933385373 41.86807058126752, -87.63317542309436 41.86767426876042, -87.63332480245998 41.86767344509657, -87.63332871414183 41.86806975759228, -87.63334448055814 41.86872426335209, -87.63287718327736 41.86873055113664, -87.63287692224843 41.86870408695476, -87.63287638747954 41.86864986978568, -87.63290358984197 41.86864971987917))"
178,79,22.16,41.867832,-87.63324,992,333974.0,42.0,220.42,31.0,189.03,31.39,Pitched,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,24.1948000006,25.9441703985,"POLYGON ((-87.63294512045181 41.86807187231702, -87.63297869414903 41.86807168727878, -87.63297935748292 41.86813892939882, -87.63297952139546 41.86815554516696, -87.63294594765438 41.86815573020574, -87.63294567472423 41.86812806187596, -87.63294512045181 41.86807187231702))"
179,79,22.16,41.867832,-87.63324,1009,334020.0,41.0,226.18,3.0,182.02,44.16,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,83.5891999993,431.47089407,"POLYGON ((-87.63297952139546 41.86815554516696, -87.63297935748292 41.86813892939882, -87.63297869414903 41.86807168727878, -87.63317933385373 41.86807058126752, -87.63325803394886 41.86807014734346, -87.63325968821529 41.86823776584124, -87.63314887569483 41.86823837680817, -87.63298034768586 41.86823930578557, -87.63297952139546 41.86815554516696))"
180,79,22.16,41.867832,-87.63324,1063,334136.0,999.0,223.95,26.0,184.03,39.92,Complex,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,29.2132454902,48.7633171448,"POLYGON ((-87.63197462077081 41.86809716698512, -87.63208726367608 41.8680852056968, -87.63209601601307 41.86813125620311, -87.63198337303767 41.86814321840109, -87.63197462077081 41.86809716698512))"
181,79,22.16,41.867832,-87.63324,1064,334137.0,41.0,220.64,3.0,184.5,36.14,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,368.728162042,2597.02155984,"POLYGON ((-87.63203858285458 41.86831852223353, -87.63221672193352 41.86829960556056, -87.63218296795644 41.86812202297477, -87.63209601601307 41.86813125620311, -87.63208726367608 41.8680852056968, -87.63197462077081 41.86809716698512, -87.63189384591146 41.86767218445444, -87.63174647898454 41.86768783301418, -87.63171587434135 41.86752680548657, -87.63207082191036 41.86752485253356, -87.63213750512907 41.86764303411712, -87.63223009301961 41.8681301678179, -87.63221019191542 41.86813228138861, -87.63221075874173 41.86813526582864, -87.63222110351477 41.86818968930014, -87.63227757849643 41.86818369149139, -87.63235500149719 41.86859102710251, -87.63237336708774 41.86868765285058, -87.63211397632885 41.86871519789615, -87.63205499712566 41.86840488380325, -87.63203858285458 41.86831852223353))"
182,79,22.16,41.867832,-87.63324,1258,335153.0,41.0,205.64,2.0,181.0,24.64,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,202.586620798,2453.52016681,"POLYGON ((-87.63195981610615 41.86881028548562, -87.63242006926777 41.86876141097585, -87.63249864283587 41.86917479268961, -87.63251844872137 41.86927923378929, -87.63250184605697 41.86930635467277, -87.6324919794711 41.86933471111867, -87.63206800816783 41.86937951331119, -87.63195981610615 41.86881028548562))"
183,79,22.16,41.867832,-87.63324,1259,335154.0,41.0,200.35,13.0,180.01,20.34,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,335.192721826,1799.42271401,"POLYGON ((-87.63174647898454 41.86768783301418, -87.63189384591146 41.86767218445444, -87.63197462077081 41.86809716698512, -87.63198337303767 41.86814321840109, -87.63194592768384 41.86814719470499, -87.63197967860998 41.86832477737737, -87.63203858285458 41.86831852223353, -87.63205499712566 41.86840488380325, -87.63211397632885 41.86871519789615, -87.63237336708774 41.86868765285058, -87.63240540316733 41.86868425110617, -87.63242006926777 41.86876141097585, -87.63195981610615 41.86881028548562, -87.63194515054658 41.86873312555409, -87.63174952894167 41.86770388349444, -87.63174647898454 41.86768783301418))"
184,79,22.16,41.867832,-87.63324,1260,335155.0,41.0,220.61,2.0,183.5,37.11,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,192.28959601,1610.61939135,"POLYGON ((-87.63332480245998 41.86767344509657, -87.63317542309436 41.86767426876042, -87.63317933385373 41.86807058126752, -87.63297869414903 41.86807168727878, -87.63294512045181 41.86807187231702, -87.63291945941836 41.86807201373875, -87.63291486082773 41.86760580492139, -87.63291449659346 41.86756887808611, -87.63295718462362 41.8675054384005, -87.63301114330345 41.86749458951854, -87.63332302017542 41.86749287008528, -87.633323138278 41.86750483588861, -87.63332340331128 41.86753168824635, -87.63332480245998 41.86767344509657))"
185,82,52.07,41.870407,-87.628723,322,239223.0,999.0,241.55,23.0,180.5,61.05,Complex,738.765,52.07,0.38,67.42,180.82,34.55,21.39,0.8,111.86120481,738.76474456,"POLYGON ((-87.62805105404411 41.87020872978982, -87.62846722316867 41.87020210825207, -87.62847270761965 41.87039467539796, -87.62805653723821 41.87040129606328, -87.62805105404411 41.87020872978982))"
186,84,5.08,41.869568,-87.627563,1003,334008.0,41.0,186.35,3.0,180.83,5.52,Flat,1187.044,5.08,0.0,7.67,181.02,49.74,26.75,0.8,152.972009384,1187.04445297,"POLYGON ((-87.62769543063067 41.87041411179153, -87.62768268142547 41.86996624298704, -87.62795229393205 41.86996195448216, -87.62795305940743 41.86998882482331, -87.62800568023891 41.86998798857481, -87.62801303257577 41.87024620519666, -87.62792619189824 41.87024758612468, -87.62793082650153 41.8704103679143, -87.62769543063067 41.87041411179153))"
187,85,5.7,41.86956,-87.62982199999999,658,328997.0,41.0,186.57,5.0,180.63,5.94,Flat,1379.105,5.7,0.0,11.83,180.8,52.7,52.34,0.32,371.338496935,1379.10450158,"POLYGON ((-87.62892613216188 41.8704128647335, -87.62892535173681 41.87036767012519, -87.62876764617026 41.87036919205799, -87.62876728994827 41.87034858191998, -87.6287667441014 41.87031698360919, -87.62878849628387 41.87031677354691, -87.6287874942434 41.87025879227887, -87.6287538460443 41.8702591170074, -87.62875183121889 41.87014254296517, -87.62877386529246 41.87014233046175, -87.62877251256562 41.87006405606228, -87.62875369681183 41.87006423743557, -87.62875174960425 41.86995148821235, -87.62877056412003 41.8699513068462, -87.62882654738473 41.86995076615016, -87.62886709106374 41.86995037482075, -87.62886837253156 41.87002456412073, -87.62891216345751 41.87002414058316, -87.62891145341258 41.86998305089127, -87.62899212632387 41.8699822722294, -87.62899229072326 41.86999178972802, -87.62914070677363 41.8699903571071, -87.62914033104994 41.86996863023116, -87.6292297021068 41.86996776682431, -87.6292303897759 41.8700075371387, -87.62926139669398 41.87000723755105, -87.629260203873 41.86993820146805, -87.62938313254759 41.86993701446214, -87.62938633316182 41.87012214635286, -87.62926340413266 41.87012333336457, -87.62926239593708 41.87006501347692, -87.62886913758922 41.87006881039903, -87.6288703913185 41.87014139843819, -87.62889714740702 41.87014114023913, -87.62889916249637 41.87025771427704, -87.62887664641951 41.87025793124531, -87.62887764854936 41.87031591341267, -87.62899580773275 41.87031477275255, -87.62899555923036 41.87030036411565, -87.62916267854921 41.8702987506685, -87.62916292708911 41.87031315930477, -87.62926573213191 41.87031216642988, -87.6292646309283 41.87024841864839, -87.62938876028778 41.87024722055344, -87.62939093107479 41.87037281855115, -87.62926680148122 41.87037401755073, -87.62926663460665 41.87036437487203, -87.62922547134885 41.87036477243949, -87.62922623991381 41.87040922765126, -87.62916227493211 41.87040984469422, -87.6291618681376 41.87038630221699, -87.62899995740989 41.87038786551982, -87.62900037621384 41.87041214739115, -87.62892613216188 41.8704128647335))"
188,86,3.28,41.870365,-87.637817,389,251348.0,41.0,182.31,6.0,178.6,3.71,Flat,117.832,3.28,0.0,3.89,178.72,11.83,9.96,4.0,43.5821682768,117.832270068,"POLYGON ((-87.6372148073899 41.87029299777443, -87.63735697952893 41.87028477372473, -87.63736623782104 41.87037418608612, -87.63722406548534 41.87038241014852, -87.6372148073899 41.87029299777443))"
189,87,5.49,41.86956,-87.62982199999999,1065,334138.0,41.0,186.66,6.0,180.71,5.95,Flat,1343.916,5.49,0.0,9.11,180.91,54.13,51.77,0.32,318.950775889,1343.91637816,"POLYGON ((-87.63024644250886 41.87039246055959, -87.63024574608501 41.87035223185615, -87.63020283331926 41.87035264658032, -87.63020342422374 41.87038679716616, -87.62987020214526 41.87039001676827, -87.62986988280956 41.87037148160127, -87.62978549951488 41.87037229653898, -87.62974489292108 41.87037268853796, -87.62972790854545 41.87037285282328, -87.62972266242807 41.87006928538743, -87.62973964432231 41.87006912201727, -87.62978025192901 41.87006873001484, -87.62984786499376 41.87006807640861, -87.62985203765997 41.87030937212777, -87.62986859307169 41.87030921197813, -87.62997528993736 41.87030818091097, -87.62997503807348 41.87029357504577, -87.63011388903256 41.8702922332645, -87.630114142133 41.87030683912257, -87.63020949118462 41.87030591783486, -87.63023800529203 41.87030564247076, -87.6302368537342 41.87023907494348, -87.63020833965636 41.87023935030711, -87.630206083845 41.87010893864985, -87.630230436129 41.87010870323839, -87.63022959478933 41.87006009899316, -87.63020170974887 41.87006036820105, -87.63020192171363 41.87007262440805, -87.6300396166144 41.87007419314116, -87.63003866299736 41.87001904876322, -87.63003823424475 41.86999428418405, -87.63003794452159 41.86997754211011, -87.63019710820589 41.86997600412802, -87.63019739797058 41.86999274620127, -87.63023065924629 41.8699924249746, -87.63022983922616 41.86994500951059, -87.63034435768549 41.8699439027543, -87.63035279075048 41.87043136275211, -87.63024713231989 41.87043238396815, -87.63024644250886 41.87039246055959))"
190,88,16.52,41.869568,-87.62640400000001,85,234465.0,999.0,219.0,16.0,180.7,38.3,Complex,5994.231,16.52,0.0,39.62,180.97,121.94,49.37,0.89,36.8514612541,74.3699369796,"POLYGON ((-87.62659408683824 41.86956506875846, -87.62652215150175 41.86956629794692, -87.62651872117681 41.86945415661549, -87.62659065638769 41.86945292743001, -87.62659408683824 41.86956506875846))"
191,88,16.52,41.869568,-87.62640400000001,109,235205.0,41.0,219.87,3.0,180.81,39.06,Flat,5994.231,16.52,0.0,39.62,180.97,121.94,49.37,0.89,24.9169164338,37.7278218138,"POLYGON ((-87.62629666848014 41.8695701515008, -87.6262091345115 41.86957164749524, -87.62620770457511 41.86952489552007, -87.62629523848884 41.86952340042775, -87.62629666848014 41.8695701515008))"
192,88,16.52,41.869568,-87.62640400000001,268,237916.0,41.0,208.22,3.0,180.71,27.51,Flat,5994.231,16.52,0.0,39.62,180.97,121.94,49.37,0.89,121.67463421,566.233237972,"POLYGON ((-87.62608750200611 41.87035786863998, -87.62668222071588 41.87034770590525, -87.6266853804281 41.87045098148449, -87.62609066077071 41.87046114514254, -87.62608750200611 41.87035786863998))"
193,88,16.52,41.869568,-87.62640400000001,309,238318.0,41.0,215.66,7.0,180.66,35.0,Flat,5994.231,16.52,0.0,39.62,180.97,121.94,49.37,0.89,180.877503167,1044.32205149,"POLYGON ((-87.6266582439421 41.86956397203559, -87.62659408683824 41.86956506875846, -87.62659065638769 41.86945292743001, -87.62651872117681 41.86945415661549, -87.62652215150175 41.86956629794692, -87.62629666848014 41.8695701515008, -87.62629523848884 41.86952340042775, -87.62620770457511 41.86952489552007, -87.6262091345115 41.86957164749524, -87.62606353249905 41.86957413549872, -87.6260570809863 41.86936321398338, -87.62665179048494 41.86935305146723, -87.6266582439421 41.86956397203559))"
